,disease
9708,RETINITIS PIGMENTOSA 38 (disorder)
9709,RETINITIS PIGMENTOSA 39 (disorder)
9710,RETINITIS PIGMENTOSA 40 (disorder)
9711,RETINITIS PIGMENTOSA 41 (disorder)
9712,RETINITIS PIGMENTOSA 42
9713,RETINITIS PIGMENTOSA 43
9714,RETINITIS PIGMENTOSA 44
9715,RETINITIS PIGMENTOSA 45
9716,RETINITIS PIGMENTOSA 47
9717,RETINITIS PIGMENTOSA 48
9718,RETINITIS PIGMENTOSA 49
9719,RETINITIS PIGMENTOSA 51
9720,RETINITIS PIGMENTOSA 54
9721,RETINITIS PIGMENTOSA 55
9722,RETINITIS PIGMENTOSA 56
9723,RETINITIS PIGMENTOSA 57
9724,RETINITIS PIGMENTOSA 58
9725,RETINITIS PIGMENTOSA 59
9726,RETINITIS PIGMENTOSA 60
9727,RETINITIS PIGMENTOSA 61
9728,RETINITIS PIGMENTOSA 62
9729,RETINITIS PIGMENTOSA 66
9730,RETINITIS PIGMENTOSA 67
9731,RETINITIS PIGMENTOSA 68
9732,RETINITIS PIGMENTOSA 69
9733,RETINITIS PIGMENTOSA 70
9734,RETINITIS PIGMENTOSA 71
9735,RETINITIS PIGMENTOSA 72
9736,RETINITIS PIGMENTOSA 73
9737,RETINITIS PIGMENTOSA 74
9738,RETINITIS PIGMENTOSA 75
9739,RETINITIS PIGMENTOSA 76
9740,RETINITIS PIGMENTOSA 77
9741,RETINITIS PIGMENTOSA 78
9742,RETINITIS PIGMENTOSA 79
9743,RETINITIS PIGMENTOSA 80
9744,RETINITIS PIGMENTOSA 81
9745,RETINITIS PIGMENTOSA 82 WITH OR WITHOUT SITUS INVERSUS
9746,RETINITIS PIGMENTOSA 83
9747,RETINITIS PIGMENTOSA 84
9748,RETINITIS PIGMENTOSA 9
9749,RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS
9750,"RETINITIS PIGMENTOSA, CONCENTRIC (disorder)"
9751,"RETINITIS PIGMENTOSA, JUVENILE, LRAT-RELATED"
9752,"RETINOSCHISIS 1, X-LINKED, JUVENILE"
9753,REVESZ SYNDROME (disorder)
9754,RHABDOID TUMOR PREDISPOSITION SYNDROME 1 (disorder)
9755,"RHEGMATOGENOUS RETINAL DETACHMENT, AUTOSOMAL DOMINANT"
9756,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1"
9757,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5"
9758,RHYNS syndrome
9759,RIENHOFF SYNDROME
9760,"RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL"
9761,RING DERMOID OF CORNEA
9762,RIPPLING MUSCLE DISEASE 1
9763,RIPPLING MUSCLE DISEASE 2 (disorder)
9764,RITSCHER-SCHINZEL SYNDROME 1
9765,RITSCHER-SCHINZEL SYNDROME 2
9766,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1"
9767,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2"
9768,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3"
9769,RP23 gene
9770,RUBINSTEIN-TAYBI SYNDROME 1
9771,RUBINSTEIN-TAYBI SYNDROME 2
9772,RUIJS-AALFS SYNDROME
9773,Rabson-Mendenhall Syndrome
9774,Rachischisis
9775,Radial aplasia
9776,Radial bowing
9777,Radial polydactyly
9778,Radially deviated wrists
9779,Radiating pain
9780,Radiation Sickness
9781,Radiation Syndrome
9782,Radiation-Induced Cancer
9783,Radiolabeled somatostatin analog study
9784,Radioulnar Synostosis
9785,Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia
9786,Rales
9787,Ramon Syndrome
9788,Ramsay Hunt Paralysis Syndrome
9789,Rapadilino syndrome
9790,Rapid Fatigue of Gait
9791,Rapidly Progressive Glomerulonephritis
9792,Rasmussen Syndrome
9793,Raynaud Disease
9794,Raynaud Phenomenon
9795,Reactive Hemophagocytic Syndrome
9796,Reactive Hyperemia
9797,Reactive depression
9798,Reactive hypoglycemia
9799,Reactive systemic amyloidosis
9800,Rebound Insomnia
9801,Rebound Nystagmus
9802,Rectal Carcinoma
9803,Rectal Neoplasms
9804,Rectal Stenosis
9805,"Rectal Stenosis, CTCAE"
9806,Rectum Adenocarcinoma
9807,Recurrent Brain Neoplasm
9808,Recurrent Low Back Pain
9809,Recurrent Spontaneous Abortion
9810,Recurrent Wheezing
9811,Recurrent bacterial infection
9812,Recurrent depression
9813,Recurrent depressive disorder
9814,Recurrent fevers
9815,Recurrent infections
9816,Recurrent major depressive episodes
9817,Recurrent respiratory infections
9818,Recurrent sinopulmonary infections
9819,"Red, cracking, peeling skin at birth"
9820,Reduced exercise tolerance
9821,Reduced fetal movement
9822,Reducing-body myopathy
9823,"Reflex Epilepsy, Photosensitive"
9824,"Reflex, Abnormal"
9825,"Reflex, Acoustic, Abnormal"
9826,"Reflex, Anal, Absent"
9827,"Reflex, Anal, Decreased"
9828,"Reflex, Ankle, Abnormal"
9829,"Reflex, Ankle, Absent"
9830,"Reflex, Ankle, Decreased"
9831,"Reflex, Biceps, Abnormal"
9832,"Reflex, Biceps, Absent"
9833,"Reflex, Biceps, Decreased"
9834,"Reflex, Corneal, Absent"
9835,"Reflex, Corneal, Decreased"
9836,"Reflex, Deep Tendon, Absent"
9837,"Reflex, Gag, Absent"
9838,"Reflex, Gag, Decreased"
9839,"Reflex, Knee, Abnormal"
9840,"Reflex, Knee, Decreased"
9841,"Reflex, Moro, Asymmetric"
9842,"Reflex, Pendular"
9843,"Reflex, Triceps, Abnormal"
9844,"Reflex, Triceps, Absent"
9845,"Reflex, Triceps, Decreased"
9846,Refractive Errors
9847,Refractory anaemia with excess blasts
9848,Refractory anemia with ringed sideroblasts
9849,Refractory anemias
9850,Refsum Disease
9851,"Refsum Disease, Adult, 2"
9852,"Refsum Disease, Phytanoyl-CoA Hydroxylase Deficiency"
9853,Reginato Schiapachasse syndrome
9854,Regional enteritis
9855,Reifenstein Syndrome
9856,Reis-Bucklers' corneal dystrophy
9857,Relapsing Fever
9858,Renal Cell Carcinoma
9859,Renal Cell Dysplasia
9860,Renal Fibrosis
9861,"Renal Hypodysplasia, Nonsyndromic, 1"
9862,Renal Insufficiency
9863,Renal Oncocytoma
9864,"Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness"
9865,"Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation"
9866,"Renal Tubular Acidosis, Type II"
9867,Renal Tubular Dysgenesis With Choanal Atresia And Athelia
9868,Renal carcinoma
9869,Renal carnitine transport defect
9870,"Renal cell carcinoma, solitary papillary type 2 (about 20% of patients)"
9871,"Renal cell carcinoma, usually clear cell type"
9872,Renal cysts and diabetes syndrome
9873,Renal dysplasia
9874,Renal dysplasia and retinal aplasia (disorder)
9875,Renal fibrosis
9876,Renal glomerular disease
9877,Renal hemangioblastoma
9878,Renal hepatic pancreatic dysplasia Dandy Walker cyst
9879,Renal hypertension
9880,Renal hypodysplasia
9881,Renal hypouricemia
9882,Renal tubular acidosis
9883,"Renal tubular acidosis, distal, type 3"
9884,Renpenning syndrome 1
9885,Reperfusion Injury
9886,Replication Error Phenotype
9887,Reproductive System Disease
9888,Residual Cancer
9889,Residual Tumor
9890,Residue on Palate
9891,Resistance to Insulin-Like Growth Factor I
9892,Respiration Disorders
9893,Respiratory Depression
9894,Respiratory Distress Syndrome
9895,"Respiratory Distress Syndrome, Adult"
9896,"Respiratory Distress Syndrome, Newborn"
9897,Respiratory Failure
9898,Respiratory Hypersensitivity
9899,Respiratory Insufficiency
9900,Respiratory Sounds
9901,Respiratory Syncytial Virus Infections
9902,Respiratory Syncytial Virus Pneumonia
9903,Respiratory System Disease
9904,Respiratory Tract Diseases
9905,Respiratory Tract Infections
9906,Resting Tremor
9907,Restless Legs Syndrome
9908,Restrictive cardiomyopathy
9909,Reticular Dystrophy Of Retinal Pigment Epithelium
9910,Reticular dysgenesis
9911,Reticulate acropigmentation of Kitamura
9912,Reticulocytosis
9913,"Reticuloendotheliosis, familial, with eosinophilia"
9914,Reticulosarcoma
9915,Retinal Cone Dystrophy 3A
9916,Retinal Cone Dystrophy 3B
9917,Retinal Degeneration
9918,Retinal Detachment
9919,Retinal Diseases
9920,Retinal Dysplasia
9921,Retinal Dystrophies
9922,"Retinal Dystrophy, Early Onset Severe"
9923,"Retinal Dystrophy, Early-Onset Severe, Lrat-Related"
9924,Retinal Neovascularization
9925,Retinal Pigment Epithelial Detachment
9926,Retinal Vascular Disease
9927,Retinal Vein Occlusion
9928,Retinal cone dystrophy 2
9929,Retinal dystrophy with early macular involvement
9930,Retinal vascular tortuosity
9931,Retinitis
9932,Retinitis Pigmentosa
9933,Retinitis Pigmentosa 10
9934,Retinitis Pigmentosa 11
9935,Retinitis Pigmentosa 13
9936,Retinitis Pigmentosa 14
9937,Retinitis Pigmentosa 17
9938,Retinitis Pigmentosa 18
9939,Retinitis Pigmentosa 20
9940,Retinitis Pigmentosa 25
9941,Retinitis Pigmentosa 26
9942,Retinitis Pigmentosa 31
9943,Retinitis Pigmentosa 4
9944,Retinitis Pigmentosa 46
9945,Retinitis Pigmentosa 7
9946,"Retinitis Pigmentosa, Juvenile, Aipl1-Related"
9947,"Retinitis Pigmentosa, Juvenile, SPATA7-Related"
9948,"Retinitis Pigmentosa, X-Linked, And Sinorespiratory Infections, With Or Without Deafness"
9949,Retinitis punctata albescens (disorder)
9950,Retinoblastoma
9951,Retinol Deficiency
9952,Retinopathy of Prematurity
9953,"Retinopathy, CTCAE"
9954,Retinoschisis
9955,"Retinoschisis, Degenerative"
9956,"Retinoschisis, Juvenile, X-Linked"
9957,Retraction Nystagmus
9958,Retro-Ocular Headache
9959,Retrobulbar Neuritis
9960,Retrognathia
9961,Retrognathia (in some patients)
9962,Retrograde Memory Loss
9963,Retrograde amnesia
9964,Rett Syndrome
9965,"Rett Syndrome, Atypical"
9966,Reynolds syndrome
9967,Rh Deficiency Syndrome
9968,"Rh-Null, Regulator Type"
9969,Rhabdoid Cancer
9970,Rhabdoid Tumor
9971,Rhabdoid Tumor Predisposition Syndrome 2
9972,Rhabdoid tumor predisposition syndrome
9973,Rhabdomyolysis
9974,"Rhabdomyolysis, Cerivastatin-Induced"
9975,Rhabdomyoma
9976,Rhabdomyosarcoma
9977,Rhabdomyosarcoma 1
9978,"Rhabdomyosarcoma, Embryonal, 2"
9979,Rheumatic Chorea
9980,Rheumatic Heart Diseases
9981,Rheumatic Myocarditis
9982,Rheumatoid Arthritis
9983,"Rheumatoid Arthritis, Systemic Juvenile"
9984,Rheumatoid Purpura
9985,Rhinencephalic Epilepsy
9986,Rhinitis
9987,"Rhinitis, Allergic, Perennial"
9988,Rhinolalia
9989,Rhinorrhea
9990,"Rhinorrhea, CTCAE"
9991,Rhinosinusitis
9992,Rhizomelia
9993,"Rhizomelic chondrodysplasia punctata, type 2"
9994,"Rhizomelic chondrodysplasia punctata, type 3"
9995,Rhonchi
9996,Riboflavin Deficiency
9997,Ribose 5-Phosphate Isomerase Deficiency
9998,Richieri Costa Pereira syndrome
9999,Rickets
10000,"Rickets, X-Linked Hypophosphatemic"
10001,Rickettsia Infections
10002,Riddle Syndrome
10003,Rieger syndrome
10004,Right Atrial Isomerism
10005,Right Middle Cerebral Artery Infarction
10006,Right Ventricular Dysfunction
10007,Right Ventricular Hypertrophy
10008,Rippling muscle disease
10009,Roberts Syndrome
10010,Roberts-SC phocomelia syndrome
10011,Robinow Sorauf syndrome
10012,Robinow Syndrome
10013,"Robinow Syndrome, Autosomal Dominant"
10014,"Robinow syndrome, autosomal recessive"
10015,Rod-Cone Dystrophy
10016,Roifman syndrome
10017,Roifman-Chitayat Syndrome
10018,"Rolandic Epilepsy, Mental Retardation, and Speech Dyspraxia, X-Linked"
10019,Romano-Ward Syndrome
10020,Rotary Nystagmus
10021,Rothmund-Thomson syndrome
10022,Rotor Syndrome
10023,Roussy-Levy Syndrome (disorder)
10024,Royer Syndrome
10025,Rubinstein-Taybi Syndrome
10026,Rudiger syndrome 1
10027,Ruptured Appendicitis
10028,Russell-Silver syndrome
10029,S-adenosylhomocysteine hydrolase deficiency
10030,SACRAL AGENESIS WITH VERTEBRAL ANOMALIES
10031,"SARCOIDOSIS, EARLY-ONSET"
10032,SAUL-WILSON SYNDROME
10033,SCALP-EAR-NIPPLE SYNDROME
10034,SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY
10035,"SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION"
10036,"SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT"
10037,SCHIZOPHRENIA 1 (disorder)
10038,SCHIZOPHRENIA 11
10039,SCHIZOPHRENIA 12
10040,SCHIZOPHRENIA 15
10041,SCHIZOPHRENIA 4 (disorder)
10042,SCHOPF-SCHULZ-PASSARGE SYNDROME (disorder)
10043,SCHWANNOMATOSIS 1
10044,SCHWANNOMATOSIS 2
10045,"SCID Due to ADA Deficiency, Early-Onset"
10046,"SCLEROSING CHOLANGITIS, NEONATAL"
10047,SCLEROSTEOSIS 1
10048,SCLEROSTEOSIS 2
10049,SCN8A-related epilepsy with encephalopathy
10050,"SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 1 (finding)"
10051,"SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 3"
10052,SEBASTIAN SYNDROME
10053,SECKEL SYNDROME 10
10054,SECKEL SYNDROME 2
10055,SECKEL SYNDROME 4
10056,SECKEL SYNDROME 5
10057,SECKEL SYNDROME 6
10058,SECKEL SYNDROME 7
10059,SECKEL SYNDROME 8
10060,SECKEL SYNDROME 9
10061,"SEIZURES, BENIGN FAMILIAL INFANTILE, 2"
10062,"SEIZURES, BENIGN FAMILIAL INFANTILE, 3"
10063,"SEIZURES, BENIGN FAMILIAL INFANTILE, 5"
10064,"SEIZURES, BENIGN FAMILIAL NEONATAL, 1"
10065,"SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME"
10066,"SEIZURES, SCOLIOSIS, AND MACROCEPHALY SYNDROME"
10067,SENIOR-LOKEN SYNDROME 4
10068,SENIOR-LOKEN SYNDROME 6
10069,SENIOR-LOKEN SYNDROME 7
10070,SENIOR-LOKEN SYNDROME 8
10071,SENIOR-LOKEN SYNDROME 9
10072,SESSILE SERRATED POLYPOSIS CANCER SYNDROME
10073,"SEVERE COMBINED IMMUNODEFICIENCY, B CELL-NEGATIVE"
10074,SHASHI-PENA SYNDROME
10075,SHORT QT SYNDROME 2 (disorder)
10076,SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES
10077,SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES
10078,"SHORT STATURE, AUDITORY CANAL ATRESIA, MANDIBULAR HYPOPLASIA, SKELETAL ABNORMALITIES"
10079,"SHORT STATURE, BRACHYDACTYLY, INTELLECTUAL DEVELOPMENTAL DISABILITY, AND SEIZURES"
10080,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS"
10081,"SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH OR WITHOUT CARDIAC ANOMALIES"
10082,"SHORT STATURE, HEARING LOSS, RETINITIS PIGMENTOSA, AND DISTINCTIVE FACIES"
10083,"SHORT STATURE, IDIOPATHIC, X-LINKED"
10084,"SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION"
10085,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME"
10086,"SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY"
10087,"SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY"
10088,SHORT syndrome
10089,SHORT-RIB THORACIC DYSPLASIA 10 WITH OR WITHOUT POLYDACTYLY
10090,SHORT-RIB THORACIC DYSPLASIA 11 WITH OR WITHOUT POLYDACTYLY
10091,SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY
10092,SHORT-RIB THORACIC DYSPLASIA 14 WITH POLYDACTYLY
10093,SHORT-RIB THORACIC DYSPLASIA 15 WITH POLYDACTYLY
10094,SHORT-RIB THORACIC DYSPLASIA 16 WITH OR WITHOUT POLYDACTYLY
10095,SHORT-RIB THORACIC DYSPLASIA 17 WITH OR WITHOUT POLYDACTYLY
10096,SHORT-RIB THORACIC DYSPLASIA 18 WITH POLYDACTYLY
10097,SHORT-RIB THORACIC DYSPLASIA 19 WITH OR WITHOUT POLYDACTYLY
10098,SHORT-RIB THORACIC DYSPLASIA 20 WITH POLYDACTYLY
10099,SHORT-RIB THORACIC DYSPLASIA 4 WITH OR WITHOUT POLYDACTYLY
10100,SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY
10101,SHORT-RIB THORACIC DYSPLASIA 7 WITH OR WITHOUT POLYDACTYLY
10102,"SHORT-RIB THORACIC DYSPLASIA 7/20 WITH POLYDACTYLY, DIGENIC"
10103,SHORT-RIB THORACIC DYSPLASIA 8 WITH OR WITHOUT POLYDACTYLY
10104,SHWACHMAN-DIAMOND SYNDROME 1
10105,SHWACHMAN-DIAMOND SYNDROME 2
10106,"SICK SINUS SYNDROME 1, AUTOSOMAL RECESSIVE"
10107,"SICK SINUS SYNDROME 3, SUSCEPTIBILITY TO"
10108,"SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY"
10109,SIFRIM-HITZ-WEISS SYNDROME
10110,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1"
10111,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2 (disorder)"
10112,SINGLETON-MERTEN SYNDROME 1
10113,SINGLETON-MERTEN SYNDROME 2
10114,SINOATRIAL NODE DYSFUNCTION AND DEAFNESS
10115,"SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1"
10116,"SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2"
10117,"SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 1"
10118,"SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 3 (disorder)"
10119,"SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 5 (disorder)"
10120,SKRABAN-DEARDORFF SYNDROME
10121,SMALL PATELLA SYNDROME
10122,SMITH-KINGSMORE SYNDROME
10123,SMITH-MCCORT DYSPLASIA
10124,SMITH-MCCORT DYSPLASIA 1
10125,SMITH-MCCORT DYSPLASIA 2
10126,SNIJDERS BLOK-CAMPEAU SYNDROME
10127,SODIUM SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1
10128,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR
10129,SOTOS SYNDROME 1
10130,"SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE"
10131,"SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE"
10132,"SPASTIC ATAXIA 8, AUTOSOMAL RECESSIVE, WITH HYPOMYELINATING LEUKODYSTROPHY"
10133,"SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE"
10134,"SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT (disorder)"
10135,"SPASTIC PARAPLEGIA 14, AUTOSOMAL RECESSIVE (disorder)"
10136,"SPASTIC PARAPLEGIA 16, X-LINKED (disorder)"
10137,"SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE (disorder)"
10138,"SPASTIC PARAPLEGIA 19, AUTOSOMAL DOMINANT (disorder)"
10139,"SPASTIC PARAPLEGIA 2, X-LINKED (disorder)"
10140,SPASTIC PARAPLEGIA 23 (disorder)
10141,"SPASTIC PARAPLEGIA 24, AUTOSOMAL RECESSIVE (disorder)"
10142,"SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE (disorder)"
10143,"SPASTIC PARAPLEGIA 27, AUTOSOMAL RECESSIVE (disorder)"
10144,"SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSIVE (disorder)"
10145,"SPASTIC PARAPLEGIA 29, AUTOSOMAL DOMINANT"
10146,"SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE (disorder)"
10147,"SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT"
10148,"SPASTIC PARAPLEGIA 32, AUTOSOMAL RECESSIVE"
10149,"SPASTIC PARAPLEGIA 34, X-LINKED (disorder)"
10150,"SPASTIC PARAPLEGIA 36, AUTOSOMAL DOMINANT"
10151,"SPASTIC PARAPLEGIA 37, AUTOSOMAL DOMINANT (disorder)"
10152,"SPASTIC PARAPLEGIA 38, AUTOSOMAL DOMINANT (disorder)"
10153,"SPASTIC PARAPLEGIA 41, AUTOSOMAL DOMINANT"
10154,"SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE"
10155,"SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE (disorder)"
10156,"SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE"
10157,"SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE"
10158,"SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE"
10159,"SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE"
10160,"SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE"
10161,"SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSIVE"
10162,"SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE"
10163,"SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE"
10164,"SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE"
10165,"SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE"
10166,"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE"
10167,"SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE"
10168,"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE (disorder)"
10169,"SPASTIC PARAPLEGIA 6, AUTOSOMAL DOMINANT (disorder)"
10170,"SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE"
10171,"SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE"
10172,"SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE"
10173,"SPASTIC PARAPLEGIA 64, AUTOSOMAL RECESSIVE"
10174,"SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE"
10175,"SPASTIC PARAPLEGIA 72, AUTOSOMAL DOMINANT"
10176,"SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE"
10177,"SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT"
10178,"SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE"
10179,"SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE"
10180,"SPASTIC PARAPLEGIA 76, AUTOSOMAL RECESSIVE"
10181,"SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE"
10182,"SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE"
10183,"SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE"
10184,"SPASTIC PARAPLEGIA 9, AUTOSOMAL DOMINANT (disorder)"
10185,"SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE"
10186,SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES
10187,"SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY"
10188,"SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY"
10189,SPECIFIC GRANULE DEFICIENCY 1
10190,SPECIFIC GRANULE DEFICIENCY 2
10191,SPECIFIC LANGUAGE IMPAIRMENT 5
10192,SPERMATOGENIC FAILURE 10
10193,SPERMATOGENIC FAILURE 11
10194,SPERMATOGENIC FAILURE 12
10195,SPERMATOGENIC FAILURE 13
10196,SPERMATOGENIC FAILURE 14
10197,SPERMATOGENIC FAILURE 15
10198,SPERMATOGENIC FAILURE 16
10199,SPERMATOGENIC FAILURE 17
10200,SPERMATOGENIC FAILURE 18
10201,SPERMATOGENIC FAILURE 19
10202,SPERMATOGENIC FAILURE 20
10203,SPERMATOGENIC FAILURE 21
10204,SPERMATOGENIC FAILURE 22
10205,SPERMATOGENIC FAILURE 27
10206,SPERMATOGENIC FAILURE 3
10207,SPERMATOGENIC FAILURE 31
10208,SPERMATOGENIC FAILURE 32
10209,SPERMATOGENIC FAILURE 8
10210,SPERMATOGENIC FAILURE 9
10211,"SPERMATOGENIC FAILURE, X-LINKED, 2"
10212,"SPHEROCYTOSIS, HEREDITARY, 2"
10213,"SPHEROCYTOSIS, TYPE 1 (disorder)"
10214,"SPHEROCYTOSIS, TYPE 3 (disorder)"
10215,SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1
10216,SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 2
10217,SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1
10218,"SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5"
10219,"SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE (disorder)"
