,gene,disease
83509,MIR877,Drug-Induced Acute Liver Injury
83510,MIR877,Chemical and Drug Induced Liver Injury
83511,MIR877,Chemically-Induced Liver Toxicity
83512,MIR665,Cocaine Abuse
83513,MIR665,Cocaine-Related Disorders
83514,MIR665,Cocaine Dependence
83515,MIR873,"Carcinoma, Pancreatic Ductal"
83516,MIR873,Triple Negative Breast Neoplasms
83517,MIR374B,Neoplastic Cell Transformation
83518,MIR301B,Cocaine Abuse
83519,MIR301B,Myocardial Reperfusion Injury
83520,MIR301B,Cocaine-Related Disorders
83521,MIR301B,Cocaine Dependence
83522,MIR216B,Pancreatitis
83523,MIR938,Carcinoid Tumor
83524,MIR938,Lung Neoplasms
83525,MIR938,"Carcinoid, Goblet Cell"
83526,MIR938,Malignant neoplasm of lung
83527,MIR938,Argentaffinoma
83528,MIR940,Neoplasm Invasiveness
83529,MIR942,Liver Cirrhosis
83530,MIR942,"Fibrosis, Liver"
83531,MIR708,Alzheimer's Disease
83532,MIR708,Presenile dementia
83533,MIR708,"Hepatoma, Morris"
83534,MIR708,"Hepatoma, Novikoff"
83535,MIR708,"Liver Neoplasms, Experimental"
83536,MIR708,Experimental Hepatoma
83537,MIR708,Familial Alzheimer Disease (FAD)
83538,MIR708,"Alzheimer Disease, Late Onset"
83539,MIR708,Acute Confusional Senile Dementia
83540,MIR708,"Alzheimer's Disease, Focal Onset"
83541,MIR708,"Alzheimer Disease, Early Onset"
83542,MIR885,"Diabetes Mellitus, Non-Insulin-Dependent"
83543,MIR885,Hepatitis B
83544,MIR885,"Hepatitis, Toxic"
83545,MIR885,Liver Cirrhosis
83546,MIR885,"Liver Cirrhosis, Alcoholic"
83547,MIR885,Neoplasm Metastasis
83548,MIR885,Disease Exacerbation
83549,MIR885,"Fibrosis, Liver"
83550,MIR885,"Hepatitis B, Chronic"
83551,MIR885,Drug-Induced Liver Disease
83552,MIR885,"Hepatitis, Drug-Induced"
83553,MIR885,Liver carcinoma
83554,MIR885,Drug-Induced Acute Liver Injury
83555,MIR885,Chemical and Drug Induced Liver Injury
83556,MIR885,Chemically-Induced Liver Toxicity
83557,MIR543,Uterine Cervical Neoplasm
83558,MIR543,Neoplasm Invasiveness
83559,MIR543,Papillary thyroid carcinoma
83560,MIR543,Nonmedullary Thyroid Carcinoma
83561,MIR543,Familial Nonmedullary Thyroid Cancer
83562,MIR543,cervical cancer
83563,MIR874,Neoplasm Invasiveness
83564,MIR889,Papillary thyroid carcinoma
83565,MIR889,Nonmedullary Thyroid Carcinoma
83566,MIR889,Familial Nonmedullary Thyroid Cancer
83567,MIR190B,Noise-induced hearing loss
83568,MIR760,"Hepatoma, Morris"
83569,MIR760,"Hepatoma, Novikoff"
83570,MIR760,"Liver Neoplasms, Experimental"
83571,MIR760,Experimental Hepatoma
83572,MIR939,"Diabetes Mellitus, Non-Insulin-Dependent"
83573,MIR365A,Hepatitis B
83574,MIR365B,Hepatitis B
83575,GJE1,Peripheral Nervous System Diseases
83576,ZNF667-AS1,Bile Duct Neoplasms
83577,ZNF667-AS1,Malignant neoplasm of breast
83578,ZNF667-AS1,Carcinosarcoma
83579,ZNF667-AS1,Uterine Cervical Neoplasm
83580,ZNF667-AS1,Esophageal Neoplasms
83581,ZNF667-AS1,Malignant neoplasm of stomach
83582,ZNF667-AS1,Mesothelioma
83583,ZNF667-AS1,Stomach Neoplasms
83584,ZNF667-AS1,"Sarcoma, Epithelioid"
83585,ZNF667-AS1,"Sarcoma, Spindle Cell"
83586,ZNF667-AS1,Malignant neoplasm of esophagus
83587,ZNF667-AS1,Breast Carcinoma
83588,ZNF667-AS1,Bile duct carcinoma
83589,ZNF667-AS1,"Mammary Neoplasms, Human"
83590,ZNF667-AS1,Sarcoma
83591,ZNF667-AS1,Mammary Neoplasms
83592,ZNF667-AS1,Hereditary Diffuse Gastric Cancer
83593,ZNF667-AS1,cervical cancer
83594,ZNF667-AS1,"Mammary Carcinoma, Human"
83595,ZBTB42,LETHAL CONGENITAL CONTRACTURE SYNDROME 6
83596,C20orf181,Cocaine withdrawal
83597,TSTD3,"Liver Cirrhosis, Experimental"
83598,PET100,Leigh Disease
83599,PET100,Seizures
83600,PET100,Cytochrome-c Oxidase Deficiency
83601,PET100,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
83602,PET100,Leigh Syndrome Due To Mitochondrial Complex II Deficiency
83603,PET100,Leigh Syndrome due to Mitochondrial Complex III Deficiency
83604,PET100,Leigh Syndrome due to Mitochondrial Complex IV Deficiency
83605,PET100,Leigh Syndrome due to Mitochondrial Complex V Deficiency
83606,PET100,"Necrotizing encephalopathy, infantile subacute, of Leigh"
83607,PET100,Intellectual Disability
83608,LINC00271,Schizophrenia
83609,CD24,"Liver Cirrhosis, Experimental"
83610,CD24,Pancreatic Neoplasm
83611,CD24,Malignant neoplasm of pancreas
83612,KCNJ18,Thyrotoxic periodic paralysis
83613,KCNJ18,"THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2"
83614,KCNJ18,Hypokalemic periodic paralysis type 1
83615,PLA2G4B,Schizophrenia
83616,KLLN,"Hamartoma Syndrome, Multiple"
83617,KLLN,"Breast Cancer, Familial"
83618,KLLN,COWDEN SYNDROME 4
83619,RNU4ATAC,Blood Platelet Disorders
83620,RNU4ATAC,Lowry Wood syndrome
83621,RNU4ATAC,Roifman syndrome
83622,RNU4ATAC,"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I"
83623,RNU4ATAC,Microcephalic osteodysplastic primordial dwarfism types I and III
83624,SNAR-I,Alzheimer's Disease
83625,SNAR-I,Presenile dementia
83626,SNAR-I,Familial Alzheimer Disease (FAD)
83627,SNAR-I,"Alzheimer Disease, Late Onset"
83628,SNAR-I,Acute Confusional Senile Dementia
83629,SNAR-I,"Alzheimer's Disease, Focal Onset"
83630,SNAR-I,"Alzheimer Disease, Early Onset"
83631,DEL22Q11.2,Schizophrenia
83632,DYT17,"DYSTONIA 17, TORSION, AUTOSOMAL RECESSIVE (disorder)"
83633,DUX4,Childhood Acute Lymphoblastic Leukemia
83634,DUX4,L2 Acute Lymphoblastic Leukemia
83635,DUX4,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
83636,DUX4,"Muscular Dystrophy, Facioscapulohumeral"
83637,DUX4,Facioscapulohumeral muscular dystrophy 1a
83638,DUX4,Precursor Cell Lymphoblastic Leukemia Lymphoma
83639,HYDIN2,Craniofacial Abnormalities
83640,TMEM238L,Colorectal Carcinoma
83641,TMEM238L,Colorectal Neoplasms
83642,MIR1468,Hepatitis B
83643,MIR1468,"Hepatitis, Toxic"
83644,MIR1468,Drug-Induced Liver Disease
83645,MIR1468,"Hepatitis, Drug-Induced"
83646,MIR1468,Drug-Induced Acute Liver Injury
83647,MIR1468,Chemical and Drug Induced Liver Injury
83648,MIR1468,Chemically-Induced Liver Toxicity
83649,MIR1275,Neoplastic Cell Transformation
83650,MIR1915,Neoplastic Cell Transformation
83651,MIR1246,Non-Small Cell Lung Carcinoma
83652,MIR1246,Neoplastic Cell Transformation
83653,MIR1246,"Hepatitis, Toxic"
83654,MIR1246,Drug-Induced Liver Disease
83655,MIR1246,"Hepatitis, Drug-Induced"
83656,MIR1246,Drug-Induced Acute Liver Injury
83657,MIR1246,Chemical and Drug Induced Liver Injury
83658,MIR1246,Chemically-Induced Liver Toxicity
83659,MIR1247,"Hepatitis, Toxic"
83660,MIR1247,Papillary thyroid carcinoma
83661,MIR1247,Drug-Induced Liver Disease
83662,MIR1247,"Hepatitis, Drug-Induced"
83663,MIR1247,Nonmedullary Thyroid Carcinoma
83664,MIR1247,Familial Nonmedullary Thyroid Cancer
83665,MIR1247,Drug-Induced Acute Liver Injury
83666,MIR1247,Chemical and Drug Induced Liver Injury
83667,MIR1247,Chemically-Induced Liver Toxicity
83668,MIR1249,"Diabetes Mellitus, Non-Insulin-Dependent"
83669,MIR1249,"Hepatitis, Toxic"
83670,MIR1249,Drug-Induced Liver Disease
83671,MIR1249,"Hepatitis, Drug-Induced"
83672,MIR1249,Drug-Induced Acute Liver Injury
83673,MIR1249,Chemical and Drug Induced Liver Injury
83674,MIR1249,Chemically-Induced Liver Toxicity
83675,MIR1296,"Diabetes Mellitus, Non-Insulin-Dependent"
83676,MIR1307,"Diabetes Mellitus, Non-Insulin-Dependent"
83677,MIR1307,"Hepatitis, Toxic"
83678,MIR1307,Drug-Induced Liver Disease
83679,MIR1307,"Hepatitis, Drug-Induced"
83680,MIR1307,Drug-Induced Acute Liver Injury
83681,MIR1307,Chemical and Drug Induced Liver Injury
83682,MIR1307,Chemically-Induced Liver Toxicity
83683,MIR1306,"Diabetes Mellitus, Non-Insulin-Dependent"
83684,MIR1306,"Hepatitis, Toxic"
83685,MIR1306,Drug-Induced Liver Disease
83686,MIR1306,"Hepatitis, Drug-Induced"
83687,MIR1306,Drug-Induced Acute Liver Injury
83688,MIR1306,Chemical and Drug Induced Liver Injury
83689,MIR1306,Chemically-Induced Liver Toxicity
83690,MIR1228,"Diabetes Mellitus, Non-Insulin-Dependent"
83691,MIR1271,Colorectal Carcinoma
83692,MIR1271,Colorectal Neoplasms
83693,MIR1271,Neoplasm Invasiveness
83694,MIR1285-1,"Hepatitis, Toxic"
83695,MIR1285-1,Drug-Induced Liver Disease
83696,MIR1285-1,"Hepatitis, Drug-Induced"
83697,MIR1285-1,Drug-Induced Acute Liver Injury
83698,MIR1285-1,Chemical and Drug Induced Liver Injury
83699,MIR1285-1,Chemically-Induced Liver Toxicity
83700,MIR1291,"Hepatitis, Toxic"
83701,MIR1291,Drug-Induced Liver Disease
83702,MIR1291,"Hepatitis, Drug-Induced"
83703,MIR1291,Drug-Induced Acute Liver Injury
83704,MIR1291,Chemical and Drug Induced Liver Injury
83705,MIR1291,Chemically-Induced Liver Toxicity
83706,MIR1226,"Diabetes Mellitus, Non-Insulin-Dependent"
83707,MIR1179,Pancreatic Neoplasm
83708,MIR1179,Malignant neoplasm of pancreas
83709,MIR1260A,"Diabetes Mellitus, Non-Insulin-Dependent"
83710,MIR1260A,"Hepatitis, Toxic"
83711,MIR1260A,Drug-Induced Liver Disease
83712,MIR1260A,"Hepatitis, Drug-Induced"
83713,MIR1260A,Drug-Induced Acute Liver Injury
83714,MIR1260A,Chemical and Drug Induced Liver Injury
83715,MIR1260A,Chemically-Induced Liver Toxicity
83716,MIR1304,"Hepatitis, Toxic"
83717,MIR1304,Drug-Induced Liver Disease
83718,MIR1304,"Hepatitis, Drug-Induced"
83719,MIR1304,Drug-Induced Acute Liver Injury
83720,MIR1304,Chemical and Drug Induced Liver Injury
83721,MIR1304,Chemically-Induced Liver Toxicity
83722,MIR1301,"Diabetes Mellitus, Non-Insulin-Dependent"
83723,MIR1197,Papillary thyroid carcinoma
83724,MIR1197,Nonmedullary Thyroid Carcinoma
83725,MIR1197,Familial Nonmedullary Thyroid Cancer
83726,MIR1469,Neoplastic Cell Transformation
83727,MIR1202,Unipolar Depression
83728,MIR1202,Major Depressive Disorder
83729,MIR1908,"Diabetes Mellitus, Non-Insulin-Dependent"
83730,MIR1290,"Hepatitis, Toxic"
83731,MIR1290,Drug-Induced Liver Disease
83732,MIR1290,"Hepatitis, Drug-Induced"
83733,MIR1290,Drug-Induced Acute Liver Injury
83734,MIR1290,Chemical and Drug Induced Liver Injury
83735,MIR1290,Chemically-Induced Liver Toxicity
83736,MIR1303,"Hepatitis, Toxic"
83737,MIR1303,Drug-Induced Liver Disease
83738,MIR1303,"Hepatitis, Drug-Induced"
83739,MIR1303,Drug-Induced Acute Liver Injury
83740,MIR1303,Chemical and Drug Induced Liver Injury
83741,MIR1303,Chemically-Induced Liver Toxicity
83742,DLG2-AS1,Schizophrenia
83743,DLG2-AS1,Schizophrenia and related disorders
83744,TSNAX-DISC1,Bipolar Disorder
83745,TSNAX-DISC1,Schizophrenia
83746,TSNAX-DISC1,Unipolar Depression
83747,TSNAX-DISC1,SCHIZOPHRENIA 1 (disorder)
83748,TSNAX-DISC1,Mood Disorders
83749,TSNAX-DISC1,Major Depressive Disorder
83750,PET117,Leigh Disease
83751,PET117,Cytochrome-c Oxidase Deficiency
83752,PET117,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
83753,PET117,Leigh Syndrome Due To Mitochondrial Complex II Deficiency
83754,PET117,Leigh Syndrome due to Mitochondrial Complex III Deficiency
83755,PET117,Leigh Syndrome due to Mitochondrial Complex IV Deficiency
83756,PET117,Leigh Syndrome due to Mitochondrial Complex V Deficiency
83757,PET117,"Necrotizing encephalopathy, infantile subacute, of Leigh"
83758,VN1R31P,Dermatologic disorders
83759,MIR764,"Hepatitis, Toxic"
83760,MIR764,Liver Cirrhosis
83761,MIR764,"Fibrosis, Liver"
83762,MIR764,Drug-Induced Liver Disease
83763,MIR764,"Hepatitis, Drug-Induced"
83764,MIR764,Drug-Induced Acute Liver Injury
83765,MIR764,Chemical and Drug Induced Liver Injury
83766,MIR764,Chemically-Induced Liver Toxicity
83767,MIR2116,"Diabetes Mellitus, Non-Insulin-Dependent"
83768,MIR761,Myocardial Infarction
83769,MIR761,"Ventricular Dysfunction, Left"
83770,MIR449C,Fatty Liver
83771,MIR449C,Steatohepatitis
83772,SCA30,Spinocerebellar ataxia 30
83773,SPG41,"SPASTIC PARAPLEGIA 41, AUTOSOMAL DOMINANT"
83774,PARK16,Parkinson Disease
83775,MIR1273C,Colorectal Carcinoma
83776,MIR1273C,Colorectal Neoplasms
83777,MIR1273C,Microsatellite Instability
83778,MIR1273C,Replication Error Phenotype
83779,MIR1193,"Neoplasms, Experimental"
83780,MIR1193,Papillary thyroid carcinoma
83781,MIR1193,Nonmedullary Thyroid Carcinoma
83782,MIR1193,Familial Nonmedullary Thyroid Cancer
83783,MIR378C,"Hepatitis, Toxic"
83784,MIR378C,Drug-Induced Liver Disease
83785,MIR378C,"Hepatitis, Drug-Induced"
83786,MIR378C,Drug-Induced Acute Liver Injury
83787,MIR378C,Chemical and Drug Induced Liver Injury
83788,MIR378C,Chemically-Induced Liver Toxicity
83789,MIR2861,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15
83790,MIR4324,Malignant neoplasm of urinary bladder
83791,MIR4324,Bladder Neoplasm
83792,MIR4324,"Carcinoma, Transitional Cell"
83793,MIR4324,Disease Exacerbation
83794,MIR3173,"Diabetes Mellitus, Non-Insulin-Dependent"
83795,MIR1260B,"Diabetes Mellitus, Non-Insulin-Dependent"
83796,MIR1260B,"Hepatitis, Toxic"
83797,MIR1260B,Drug-Induced Liver Disease
83798,MIR1260B,"Hepatitis, Drug-Induced"
83799,MIR1260B,Drug-Induced Acute Liver Injury
83800,MIR1260B,Chemical and Drug Induced Liver Injury
83801,MIR1260B,Chemically-Induced Liver Toxicity
83802,LINC00673,Colorectal Carcinoma
83803,LINC00673,Colorectal Neoplasms
83804,LINC00673,Pancreatic Neoplasm
83805,LINC00673,Malignant neoplasm of pancreas
83806,MIR3615,"Hepatitis, Toxic"
83807,MIR3615,"Liver Cirrhosis, Alcoholic"
83808,MIR3615,Drug-Induced Liver Disease
83809,MIR3615,"Hepatitis, Drug-Induced"
83810,MIR3615,Drug-Induced Acute Liver Injury
83811,MIR3615,Chemical and Drug Induced Liver Injury
83812,MIR3615,Chemically-Induced Liver Toxicity
83813,MIR3622B,Alzheimer's Disease
83814,MIR3622B,Presenile dementia
83815,MIR3622B,Familial Alzheimer Disease (FAD)
83816,MIR3622B,"Alzheimer Disease, Late Onset"
83817,MIR3622B,Acute Confusional Senile Dementia
83818,MIR3622B,"Alzheimer's Disease, Focal Onset"
83819,MIR3622B,"Alzheimer Disease, Early Onset"
83820,LINC01426,Atrial Fibrillation
83821,LINC01426,Paroxysmal atrial fibrillation
83822,LINC01426,Persistent atrial fibrillation
83823,LINC01426,familial atrial fibrillation
83824,OCLN,Malignant neoplasm of breast
83825,OCLN,Malignant Neoplasms
83826,OCLN,Neoplastic Cell Transformation
83827,OCLN,Hepatic Veno-Occlusive Disease
83828,OCLN,"Kidney Failure, Acute"
83829,OCLN,Neoplasms
83830,OCLN,Retinal Diseases
83831,OCLN,Splenomegaly
83832,OCLN,Benign Neoplasm
83833,OCLN,Breast Carcinoma
83834,OCLN,"Mammary Neoplasms, Human"
83835,OCLN,Mammary Neoplasms
83836,OCLN,Acute Kidney Insufficiency
83837,OCLN,Acute kidney injury
83838,OCLN,Baraitser Brett Piesowicz syndrome
83839,OCLN,Pseudo-TORCH syndrome
83840,OCLN,PSEUDO-TORCH SYNDROME 1
83841,OCLN,"Mammary Carcinoma, Human"
83842,CASP12,"Diabetes Mellitus, Insulin-Dependent"
83843,CASP12,"Liver Cirrhosis, Experimental"
83844,CASP12,Myocardial Reperfusion Injury
83845,CASP12,"Diabetes, Autoimmune"
83846,CASP12,Brittle diabetes
83847,CASP12,"Diabetes Mellitus, Ketosis-Prone"
83848,CASP12,"Diabetes Mellitus, Sudden-Onset"
83849,TTN-AS1,Atrial Fibrillation
83850,TTN-AS1,Paroxysmal atrial fibrillation
83851,TTN-AS1,Persistent atrial fibrillation
83852,TTN-AS1,familial atrial fibrillation
83853,PWAR6,Malignant mesothelioma
83854,BMPR1B-DT,Premature Menopause
83855,CCAT1,Malignant tumor of colon
83856,CCAT1,Colonic Neoplasms
83857,CCAT1,gallbladder neoplasm
83858,CCAT1,Lung Neoplasms
83859,CCAT1,Malignant neoplasm of stomach
83860,CCAT1,Pancreatic Neoplasm
83861,CCAT1,Stomach Neoplasms
83862,CCAT1,Malignant neoplasm of gallbladder
83863,CCAT1,Malignant neoplasm of lung
83864,CCAT1,Malignant neoplasm of pancreas
83865,CCAT1,Hereditary Diffuse Gastric Cancer
83866,MICA,Coronary Aneurysm
83867,MICA,Oral Submucous Fibrosis
83868,MICA,Liver carcinoma
83869,THEG5,"Prostate cancer, familial"
83870,THEG5,"PROSTATE CANCER, HEREDITARY, 1"
83871,LCT-AS1,Hirschsprung Disease
83872,LCT-AS1,"Aganglionosis, Colonic"
83873,LCT-AS1,"Aganglionosis, Rectosigmoid Colon"
83874,LCT-AS1,Congenital Intestinal Aganglionosis
83875,FNBP1P1,Anthracosis
83876,MIR4448,"Hepatitis, Toxic"
83877,MIR4448,Drug-Induced Liver Disease
83878,MIR4448,"Hepatitis, Drug-Induced"
83879,MIR4448,Drug-Induced Acute Liver Injury
83880,MIR4448,Chemical and Drug Induced Liver Injury
83881,MIR4448,Chemically-Induced Liver Toxicity
83882,MIR4507,"Hepatitis, Toxic"
83883,MIR4507,Drug-Induced Liver Disease
83884,MIR4507,"Hepatitis, Drug-Induced"
83885,MIR4507,Drug-Induced Acute Liver Injury
83886,MIR4507,Chemical and Drug Induced Liver Injury
83887,MIR4507,Chemically-Induced Liver Toxicity
83888,MIR151B,"Hepatitis, Toxic"
83889,MIR151B,Drug-Induced Liver Disease
83890,MIR151B,"Hepatitis, Drug-Induced"
83891,MIR151B,Drug-Induced Acute Liver Injury
83892,MIR151B,Chemical and Drug Induced Liver Injury
83893,MIR151B,Chemically-Induced Liver Toxicity
83894,MIR4516,"Diabetes Mellitus, Non-Insulin-Dependent"
83895,MIR4516,"Hepatitis, Toxic"
83896,MIR4516,Drug-Induced Liver Disease
83897,MIR4516,"Hepatitis, Drug-Induced"
83898,MIR4516,Drug-Induced Acute Liver Injury
83899,MIR4516,Chemical and Drug Induced Liver Injury
83900,MIR4516,Chemically-Induced Liver Toxicity
83901,MIR378I,Hepatitis B
83902,MIR378I,"Hepatitis, Toxic"
83903,MIR378I,Drug-Induced Liver Disease
83904,MIR378I,"Hepatitis, Drug-Induced"
83905,MIR378I,Drug-Induced Acute Liver Injury
83906,MIR378I,Chemical and Drug Induced Liver Injury
83907,MIR378I,Chemically-Induced Liver Toxicity
83908,MIR4482,"Diabetes Mellitus, Non-Insulin-Dependent"
83909,MIR3591,"Hepatitis, Toxic"
83910,MIR3591,Drug-Induced Liver Disease
83911,MIR3591,"Hepatitis, Drug-Induced"
83912,MIR3591,Drug-Induced Acute Liver Injury
83913,MIR3591,Chemical and Drug Induced Liver Injury
83914,MIR3591,Chemically-Induced Liver Toxicity
83915,MIR4467,Alzheimer's Disease
83916,MIR4467,Presenile dementia
83917,MIR4467,Familial Alzheimer Disease (FAD)
83918,MIR4467,"Alzheimer Disease, Late Onset"
83919,MIR4467,Acute Confusional Senile Dementia
83920,MIR4467,"Alzheimer's Disease, Focal Onset"
83921,MIR4467,"Alzheimer Disease, Early Onset"
83922,MIR4492,"Hepatitis, Toxic"
83923,MIR4492,Drug-Induced Liver Disease
83924,MIR4492,"Hepatitis, Drug-Induced"
83925,MIR4492,Drug-Induced Acute Liver Injury
83926,MIR4492,Chemical and Drug Induced Liver Injury
83927,MIR4492,Chemically-Induced Liver Toxicity
83928,MIR1343,"Hepatitis, Toxic"
83929,MIR1343,Drug-Induced Liver Disease
83930,MIR1343,"Hepatitis, Drug-Induced"
83931,MIR1343,Drug-Induced Acute Liver Injury
83932,MIR1343,Chemical and Drug Induced Liver Injury
83933,MIR1343,Chemically-Induced Liver Toxicity
83934,MIR2682,Bipolar Disorder
83935,MIR2682,Schizophrenia
83936,ERVW-4,Schizoaffective Disorder
83937,ERVW-4,Schizophrenia
83938,PCAT1,Prostatic Neoplasms
83939,PCAT1,Malignant neoplasm of prostate
83940,MYZAP,Juvenile-Onset Still Disease
83941,MYZAP,Juvenile arthritis
83942,MYZAP,Juvenile psoriatic arthritis
83943,MYZAP,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
83944,MYZAP,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
83945,MIR5588,"Hepatitis, Toxic"
83946,MIR5588,Drug-Induced Liver Disease
83947,MIR5588,"Hepatitis, Drug-Induced"
83948,MIR5588,Drug-Induced Acute Liver Injury
83949,MIR5588,Chemical and Drug Induced Liver Injury
83950,MIR5588,Chemically-Induced Liver Toxicity
83951,MIR5196,"Hepatitis, Toxic"
83952,MIR5196,Drug-Induced Liver Disease
83953,MIR5196,"Hepatitis, Drug-Induced"
83954,MIR5196,Drug-Induced Acute Liver Injury
83955,MIR5196,Chemical and Drug Induced Liver Injury
83956,MIR5196,Chemically-Induced Liver Toxicity
83957,DYT21,DYSTONIA 21
83958,PTCSC3,Papillary thyroid carcinoma
83959,NOTCH2NLC,Neuronal intranuclear inclusion disease
83960,NUTM2B-AS1,"Muscular Dystrophy, Oculopharyngeal"
83961,HELLPAR,HELLP Syndrome
83962,SCHLAP1,Neoplasm Metastasis
83963,SCHLAP1,Prostatic Neoplasms
83964,SCHLAP1,Malignant neoplasm of prostate
83965,OCA5,"ALBINISM, OCULOCUTANEOUS, TYPE V"
83966,IL12A-AS1,Behcet Syndrome
83967,IL12A-AS1,Non-Small Cell Lung Carcinoma
83968,MIR6815,"Hepatitis, Toxic"
83969,MIR6815,Drug-Induced Liver Disease
83970,MIR6815,"Hepatitis, Drug-Induced"
83971,MIR6815,Drug-Induced Acute Liver Injury
83972,MIR6815,Chemical and Drug Induced Liver Injury
83973,MIR6815,Chemically-Induced Liver Toxicity
83974,MIR6852,"Hepatitis, Toxic"
83975,MIR6852,Drug-Induced Liver Disease
83976,MIR6852,"Hepatitis, Drug-Induced"
83977,MIR6852,Drug-Induced Acute Liver Injury
83978,MIR6852,Chemical and Drug Induced Liver Injury
83979,MIR6852,Chemically-Induced Liver Toxicity
83980,MIR6881,Hepatitis B
83981,MIR7704,"Diabetes Mellitus, Non-Insulin-Dependent"
83982,MIR7704,"Hepatitis, Toxic"
83983,MIR7704,Drug-Induced Liver Disease
83984,MIR7704,"Hepatitis, Drug-Induced"
83985,MIR7704,Drug-Induced Acute Liver Injury
83986,MIR7704,Chemical and Drug Induced Liver Injury
83987,MIR7704,Chemically-Induced Liver Toxicity
83988,MIR4433B,"Hepatitis, Toxic"
83989,MIR4433B,Drug-Induced Liver Disease
83990,MIR4433B,"Hepatitis, Drug-Induced"
83991,MIR4433B,Drug-Induced Acute Liver Injury
83992,MIR4433B,Chemical and Drug Induced Liver Injury
83993,MIR4433B,Chemically-Induced Liver Toxicity
83994,MIR7977,"Hepatitis, Toxic"
83995,MIR7977,Drug-Induced Liver Disease
83996,MIR7977,"Hepatitis, Drug-Induced"
83997,MIR7977,Drug-Induced Acute Liver Injury
83998,MIR7977,Chemical and Drug Induced Liver Injury
83999,MIR7977,Chemically-Induced Liver Toxicity
84000,MIR1273H,"Hepatitis, Toxic"
84001,MIR1273H,Drug-Induced Liver Disease
84002,MIR1273H,"Hepatitis, Drug-Induced"
84003,MIR1273H,Drug-Induced Acute Liver Injury
84004,MIR1273H,Chemical and Drug Induced Liver Injury
84005,MIR1273H,Chemically-Induced Liver Toxicity
84006,MIR8061,"Diabetes Mellitus, Non-Insulin-Dependent"
84007,MIR6741,"Diabetes Mellitus, Non-Insulin-Dependent"
84008,MIR6741,"Hepatitis, Toxic"
84009,MIR6741,Drug-Induced Liver Disease
84010,MIR6741,"Hepatitis, Drug-Induced"
84011,MIR6741,Drug-Induced Acute Liver Injury
84012,MIR6741,Chemical and Drug Induced Liver Injury
84013,MIR6741,Chemically-Induced Liver Toxicity
84014,MIR6500,Atrial Fibrillation
84015,MIR6500,Paroxysmal atrial fibrillation
84016,MIR6500,Persistent atrial fibrillation
84017,MIR6500,familial atrial fibrillation
84018,MIR6803,"Diabetes Mellitus, Non-Insulin-Dependent"
84019,SCA37,SPINOCEREBELLAR ATAXIA 37
84020,H19-ICR,Beckwith-Wiedemann Syndrome
